#{"t_start": 1621568387.765816, "env_id": null}
r,l,t
1.166667,8,434.757933
1.071429,4,434.799054
1.285714,13,434.913447
1.095238,5,434.969326
-0.904762,5,435.030479
1.214286,10,435.259747
1.166667,8,435.336211
1.142857,7,435.397516
-0.761905,11,435.498522
1.119048,6,435.550541
1.190476,9,435.64105
1.190476,9,435.723652
1.142857,7,435.789575
1.071429,4,435.823231
-0.833333,8,435.898382
1.190476,9,435.970075
1.214286,10,436.053895
1.166667,8,436.12126
1.190476,9,436.203068
-0.833333,8,436.286204
1.071429,4,436.322268
1.119048,6,436.37321
-0.809524,9,436.58854
1.142857,7,436.656597
1.119048,6,436.707718
1.214286,10,436.794119
1.142857,7,436.856813
1.142857,7,436.918735
1.095238,5,436.967221
1.142857,7,437.027379
1.166667,8,437.103943
1.238095,11,437.195259
1.214286,10,437.281775
1.095238,5,437.326897
1.142857,7,437.389157
1.095238,5,437.432392
1.166667,8,437.509119
1.119048,6,437.562638
1.095238,5,437.611271
1.095238,5,437.654625
1.119048,6,437.844709
1.166667,8,437.914085
1.166667,8,437.979489
1.095238,5,438.022762
1.190476,9,438.092249
1.214286,10,438.172732
1.142857,7,438.239068
1.095238,5,438.29079
1.142857,7,438.353137
-0.738095,12,438.453584
1.214286,10,438.543494
1.166667,8,438.632915
1.261905,12,438.741563
1.166667,8,438.811022
1.095238,5,438.853951
1.119048,6,438.904472
1.190476,9,439.100166
1.214286,10,439.187909
1.095238,5,439.230797
1.190476,9,439.307905
1.119048,6,439.363775
-0.833333,8,439.470732
1.166667,8,439.537057
1.261905,12,439.644449
1.071429,4,439.681244
-0.785714,10,439.767558
1.285714,13,439.90577
1.166667,8,439.984188
1.214286,10,440.071216
1.190476,9,440.14746
1.214286,10,440.371166
1.071429,4,440.413478
1.238095,11,440.503724
1.095238,5,440.549452
1.190476,9,440.630735
1.214286,10,440.715582
-0.761905,11,440.807296
1.166667,8,440.888674
1.166667,8,440.961111
1.238095,11,441.058349
1.285714,13,441.170766
1.142857,7,441.236335
1.142857,7,441.317141
1.119048,6,441.370163
1.142857,7,441.451946
-0.833333,8,441.531704
-0.714286,13,441.81897
1.095238,5,441.869345
1.142857,7,441.938807
1.142857,7,442.00215
-0.785714,10,442.091968
1.142857,7,442.155567
1.119048,6,442.216261
1.166667,8,442.303286
1.142857,7,442.372318
1.119048,6,442.433767
1.142857,7,442.496044
1.142857,7,442.567698
1.095238,5,442.619095
1.071429,4,442.667013
1.166667,8,442.75211
1.095238,5,442.806781
1.119048,6,442.868615
1.166667,8,442.941209
1.142857,7,443.136635
1.261905,12,443.245686
1.119048,6,443.321081
1.238095,11,443.439932
1.214286,10,443.527086
1.095238,5,443.572068
1.119048,6,443.625656
1.119048,6,443.676972
1.119048,6,443.742807
1.119048,6,443.803686
1.142857,7,443.874155
1.142857,7,443.958631
1.095238,5,444.007524
-0.809524,9,444.096968
1.261905,12,444.207206
1.119048,6,444.261935
1.214286,10,444.361839
1.119048,6,444.575077
1.095238,5,444.635324
1.095238,5,444.698737
-0.880952,6,444.76321
1.238095,11,444.859675
1.071429,4,444.896652
1.095238,5,444.945302
1.190476,9,445.041513
1.166667,8,445.115515
-0.809524,9,445.212479
1.214286,10,445.316336
-0.833333,8,445.405857
1.119048,6,445.463911
1.214286,10,445.547788
1.095238,5,445.603966
1.071429,4,445.650152
1.095238,5,445.70019
1.190476,9,445.780979
1.142857,7,445.991781
1.142857,7,446.060826
1.119048,6,446.112816
1.166667,8,446.211956
1.119048,6,446.269935
1.285714,13,446.399662
1.071429,4,446.436685
1.166667,8,446.506001
1.166667,8,446.578761
1.309524,14,446.7058
1.071429,4,446.752834
1.095238,5,446.813181
1.214286,10,446.903625
1.190476,9,446.985685
1.190476,9,447.06433
-9.690476,14,447.213935
1.142857,7,447.447072
1.166667,8,447.513963
-0.809524,9,447.606973
1.119048,6,447.666138
1.166667,8,447.734485
1.166667,8,447.807545
1.142857,7,447.872817
1.190476,9,447.958198
1.214286,10,448.042167
1.142857,7,448.100248
1.214286,10,448.185501
1.190476,9,448.26779
1.214286,10,448.35745
1.119048,6,448.410192
1.095238,5,448.453493
1.071429,4,448.488704
1.190476,9,448.702793
-0.785714,10,448.789702
1.166667,8,448.857702
1.166667,8,448.923596
1.261905,12,449.027701
1.190476,9,449.158732
1.214286,10,449.319209
1.119048,6,449.373954
1.190476,9,449.457405
-0.738095,12,449.563417
1.190476,9,449.652947
1.119048,6,449.709152
1.119048,6,449.76347
-0.904762,5,449.82654
1.214286,10,449.9124
-9.857143,7,450.124104
-0.857143,7,450.207743
1.095238,5,450.280291
1.095238,5,450.341389
1.166667,8,450.417809
-0.809524,9,450.501439
1.142857,7,450.570184
1.238095,11,450.692471
1.238095,11,450.780469
1.142857,7,450.857024
1.261905,12,450.96033
1.214286,10,451.075348
1.119048,6,451.141275
1.166667,8,451.22765
1.142857,7,451.324472
1.119048,6,451.378233
1.142857,7,451.583582
1.119048,6,451.648035
1.238095,11,451.749791
1.119048,6,451.815987
1.190476,9,451.902825
-0.833333,8,451.98868
1.071429,4,452.028806
1.119048,6,452.085133
1.214286,10,452.178512
1.071429,4,452.219332
1.190476,9,452.312594
1.119048,6,452.365029
1.071429,4,452.399533
-0.785714,10,452.485455
1.190476,9,452.561264
1.119048,6,452.61437
1.095238,5,452.660436
1.214286,10,452.754883
1.238095,11,453.029873
1.238095,11,453.131062
1.119048,6,453.185664
1.190476,9,453.299547
1.238095,11,453.403242
1.142857,7,453.471562
1.119048,6,453.533647
-0.809524,9,453.633213
1.238095,11,453.740145
1.285714,13,453.856837
1.214286,10,453.944907
1.214286,10,454.0295
1.142857,7,454.098359
-9.714286,13,454.374423
1.142857,7,454.445616
1.166667,8,454.522096
1.166667,8,454.60433
1.166667,8,454.675214
1.166667,8,454.745372
1.142857,7,454.808015
-9.809524,9,454.87919
-0.761905,11,454.97818
1.119048,6,455.037686
1.119048,6,455.093326
1.119048,6,455.149114
1.119048,6,455.206606
1.142857,7,455.275386
-0.880952,6,455.339639
1.190476,9,455.424924
1.071429,4,455.462427
1.166667,8,455.537864
1.142857,7,455.827235
1.166667,8,455.906542
1.166667,8,455.986005
1.238095,11,456.094667
1.142857,7,456.159227
-0.833333,8,456.241399
1.166667,8,456.318501
1.261905,12,456.422092
1.190476,9,456.50848
1.095238,5,456.56019
1.166667,8,456.640124
1.166667,8,456.714357
-0.880952,6,456.767865
1.095238,5,456.812422
1.071429,4,456.847782
1.190476,9,456.925216
1.190476,9,457.147743
1.214286,10,457.251304
1.190476,9,457.33415
1.119048,6,457.394471
1.095238,5,457.444517
1.214286,10,457.545994
1.166667,8,457.641891
1.214286,10,457.734188
1.119048,6,457.794329
1.142857,7,457.863879
1.071429,4,457.912163
-0.833333,8,457.999206
1.261905,12,458.11266
1.190476,9,458.20467
1.190476,9,458.305461
1.190476,9,458.396002
1.238095,11,458.652667
1.095238,5,458.713822
1.071429,4,458.75272
1.119048,6,458.815788
1.142857,7,458.88425
1.095238,5,458.944552
1.142857,7,459.015026
1.142857,7,459.083356
1.238095,11,459.18442
1.095238,5,459.233845
1.095238,5,459.282004
1.095238,5,459.340261
1.142857,7,459.403257
1.166667,8,459.471194
-0.833333,8,459.549884
-0.833333,8,459.63214
1.095238,5,459.675523
1.166667,8,459.749368
-0.785714,10,459.843838
1.166667,8,460.069813
1.119048,6,460.12356
1.119048,6,460.180087
1.095238,5,460.233049
1.095238,5,460.285545
1.166667,8,460.360708
1.119048,6,460.423352
1.238095,11,460.524578
1.190476,9,460.625967
1.214286,10,460.739741
-0.761905,11,460.845037
1.095238,5,460.905874
1.190476,9,461.00577
1.095238,5,461.055496
1.119048,6,461.118596
1.142857,7,461.178734
1.261905,12,461.439573
1.166667,8,461.526615
1.095238,5,461.585858
1.095238,5,461.644137
1.095238,5,461.691834
-0.809524,9,461.781642
-0.809524,9,461.878382
1.166667,8,461.961978
1.285714,13,462.102303
1.119048,6,462.160353
1.119048,6,462.222137
1.095238,5,462.26868
1.142857,7,462.335223
1.095238,5,462.383293
1.238095,11,462.475807
1.238095,11,462.563723
1.095238,5,462.612563
1.261905,12,462.843884
1.166667,8,462.910586
1.166667,8,462.980306
1.166667,8,463.050604
1.119048,6,463.103257
1.095238,5,463.14612
-0.738095,12,463.252394
-0.809524,9,463.334392
1.095238,5,463.378876
-9.714286,13,463.486978
1.119048,6,463.534848
1.238095,11,463.629874
1.119048,6,463.680524
1.119048,6,463.730261
1.190476,9,463.819261
1.095238,5,463.868148
1.238095,11,464.093389
1.071429,4,464.126958
-0.738095,12,464.229702
1.095238,5,464.283273
1.071429,4,464.324888
1.119048,6,464.377972
1.119048,6,464.434551
1.071429,4,464.468941
1.119048,6,464.520706
1.190476,9,464.605277
1.166667,8,464.67235
1.095238,5,464.717288
1.119048,6,464.778445
1.166667,8,464.85422
1.071429,4,464.894178
1.119048,6,464.945287
1.071429,4,464.981804
-9.833333,8,465.046237
1.142857,7,465.117096
1.071429,4,465.160477
1.190476,9,465.251821
1.309524,14,465.535149
1.095238,5,465.586209
1.095238,5,465.634532
1.095238,5,465.682977
1.261905,12,465.81988
1.071429,4,465.864085
1.142857,7,465.934254
1.095238,5,465.982922
1.214286,10,466.065873
1.142857,7,466.129091
1.095238,5,466.172755
1.119048,6,466.249459
1.071429,4,466.306539
1.190476,9,466.395306
1.119048,6,466.451618
1.238095,11,466.546275
1.119048,6,466.608036
1.119048,6,466.686216
1.119048,6,466.874637
1.261905,12,466.974927
1.238095,11,467.065997
1.095238,5,467.116945
1.142857,7,467.187558
1.071429,4,467.233513
1.214286,10,467.337007
1.095238,5,467.385566
1.095238,5,467.427624
1.142857,7,467.490149
1.119048,6,467.540903
1.119048,6,467.594861
1.142857,7,467.656089
1.166667,8,467.725549
1.190476,9,467.802995
1.119048,6,467.853461
1.071429,4,467.890948
1.166667,8,467.973234
1.142857,7,468.173912
1.119048,6,468.226409
1.166667,8,468.301716
-9.738095,12,468.39601
1.095238,5,468.440919
1.261905,12,468.543882
1.166667,8,468.613665
1.214286,10,468.69451
1.119048,6,468.747012
1.095238,5,468.799733
1.142857,7,468.8636
1.071429,4,468.906885
1.214286,10,468.989431
1.095238,5,469.029184
1.238095,11,469.117798
1.119048,6,469.172074
1.190476,9,469.245189
1.119048,6,469.429052
1.190476,9,469.501861
1.095238,5,469.545909
1.119048,6,469.600039
1.095238,5,469.64457
1.166667,8,469.710771
1.119048,6,469.765991
1.095238,5,469.81402
-0.785714,10,469.902691
1.285714,13,470.011722
1.095238,5,470.056188
-0.785714,10,470.14489
1.166667,8,470.213448
1.166667,8,470.280647
1.119048,6,470.333788
1.190476,9,470.427492
1.166667,8,470.493401
1.142857,7,470.727213
1.119048,6,470.78443
1.285714,13,470.899834
-0.809524,9,470.985071
1.071429,4,471.035349
1.095238,5,471.097981
-0.809524,9,471.180426
1.071429,4,471.218356
1.166667,8,471.285245
-0.809524,9,471.367642
1.166667,8,471.435108
1.166667,8,471.503115
1.142857,7,471.569544
1.119048,6,471.634446
1.214286,10,471.714565
1.071429,4,471.750716
1.214286,10,471.839042
1.119048,6,472.026905
1.071429,4,472.064815
1.119048,6,472.117464
1.190476,9,472.197686
1.166667,8,472.271071
1.214286,10,472.359301
1.142857,7,472.420855
-0.857143,7,472.520056
1.166667,8,472.633027
1.095238,5,472.686263
1.119048,6,472.742442
1.095238,5,472.793799
1.261905,12,472.893583
1.142857,7,472.956223
1.071429,4,472.999204
1.142857,7,473.053948
1.166667,8,473.120615
-0.809524,9,473.204767
1.095238,5,473.380042
1.095238,5,473.424846
1.166667,8,473.492523
-0.833333,8,473.569211
1.190476,9,473.660693
1.166667,8,473.735208
1.214286,10,473.830829
1.166667,8,473.910585
1.214286,10,474.018591
1.166667,8,474.108267
1.095238,5,474.153732
1.285714,13,474.276136
1.190476,9,474.371989
1.071429,4,474.409601
1.142857,7,474.475406
-0.857143,7,474.573241
1.142857,7,474.914723
1.071429,4,474.960131
1.095238,5,475.009659
1.142857,7,475.073616
1.095238,5,475.116339
-0.833333,8,475.193493
1.166667,8,475.282199
1.190476,9,475.360964
1.142857,7,475.427054
1.119048,6,475.478014
1.166667,8,475.54443
1.119048,6,475.607265
1.214286,10,475.695342
1.142857,7,475.763478
1.190476,9,475.836394
1.095238,5,475.884005
1.214286,10,475.973862
1.238095,11,476.0656
1.261905,12,476.324473
1.119048,6,476.402782
1.190476,9,476.477679
1.119048,6,476.538022
1.119048,6,476.600281
1.142857,7,476.658614
1.119048,6,476.7148
1.190476,9,476.796085
1.142857,7,476.855312
1.119048,6,476.910893
-0.904762,5,476.959079
1.119048,6,477.012116
1.190476,9,477.098124
1.190476,9,477.169538
1.214286,10,477.269732
1.238095,11,477.365338
1.214286,10,477.574849
1.190476,9,477.696041
-0.809524,9,477.784013
1.095238,5,477.829422
1.119048,6,477.885282
1.285714,13,477.987497
1.166667,8,478.060352
1.261905,12,478.155056
1.166667,8,478.224957
-9.738095,12,478.324497
1.119048,6,478.375747
1.190476,9,478.454958
-0.928571,4,478.496474
-0.928571,4,478.535306
1.142857,7,478.601849
1.190476,9,478.673751
1.119048,6,478.856448
-0.880952,6,478.914788
1.095238,5,478.959043
-0.761905,11,479.05949
1.166667,8,479.141098
1.119048,6,479.194564
-9.690476,14,479.31432
1.190476,9,479.389462
1.166667,8,479.45803
-0.833333,8,479.527499
1.166667,8,479.59863
1.214286,10,479.679929
1.166667,8,479.745292
-0.809524,9,479.827153
1.166667,8,479.902625
1.214286,10,480.112683
1.190476,9,480.194526
1.238095,11,480.30823
-0.833333,8,480.376911
-0.761905,11,480.475282
1.119048,6,480.528411
1.095238,5,480.573138
1.142857,7,480.637158
1.190476,9,480.715599
1.238095,11,480.806832
1.071429,4,480.841044
1.119048,6,480.896511
1.119048,6,480.953076
-0.809524,9,481.039471
-0.809524,9,481.128292
1.142857,7,481.189968
1.071429,4,481.22882
1.214286,10,481.453805
1.142857,7,481.523757
1.119048,6,481.576104
1.119048,6,481.634866
1.190476,9,481.712667
1.071429,4,481.749229
1.214286,10,481.846512
1.190476,9,481.929639
1.119048,6,481.986475
1.071429,4,482.023598
-0.833333,8,482.093232
1.166667,8,482.15979
1.166667,8,482.232838
-0.833333,8,482.315622
1.095238,5,482.365046
-0.904762,5,482.413875
1.095238,5,482.45804
1.119048,6,482.511149
1.214286,10,482.733281
1.190476,9,482.816368
1.119048,6,482.867294
1.119048,6,482.92878
1.214286,10,483.012318
1.166667,8,483.077284
1.166667,8,483.148139
1.190476,9,483.228136
1.238095,11,483.332398
1.095238,5,483.376381
1.119048,6,483.427861
1.214286,10,483.509085
1.119048,6,483.559512
-0.833333,8,483.630875
-0.833333,8,483.697567
1.166667,8,483.765243
1.095238,5,483.811323
1.142857,7,484.002738
1.119048,6,484.063246
1.142857,7,484.137441
1.095238,5,484.184135
1.190476,9,484.261028
1.238095,11,484.360889
1.214286,10,484.44355
1.142857,7,484.502876
1.214286,10,484.590648
1.119048,6,484.645652
1.071429,4,484.683069
1.238095,11,484.775141
1.119048,6,484.830258
1.095238,5,484.870597
1.119048,6,484.925783
1.190476,9,485.004242
1.190476,9,485.076444
1.238095,11,485.312844
1.119048,6,485.366827
1.071429,4,485.407468
1.166667,8,485.498068
1.095238,5,485.554025
1.071429,4,485.604697
-0.833333,8,485.698254
1.166667,8,485.786925
1.071429,4,485.826422
1.142857,7,485.889921
1.190476,9,485.993588
1.095238,5,486.039057
1.071429,4,486.074519
1.190476,9,486.171053
1.190476,9,486.263649
-0.809524,9,486.361053
1.238095,11,486.459595
1.285714,13,486.745642
1.071429,4,486.791534
-0.857143,7,486.85742
1.119048,6,486.914189
1.119048,6,486.97224
-0.833333,8,487.052974
1.142857,7,487.12099
1.214286,10,487.211438
1.190476,9,487.289561
1.119048,6,487.342612
1.166667,8,487.421176
1.214286,10,487.509216
1.095238,5,487.548924
1.214286,10,487.6451
1.119048,6,487.697788
1.119048,6,487.749657
1.119048,6,487.811452
1.095238,5,487.855901
1.119048,6,488.059109
1.238095,11,488.157761
-0.928571,4,488.197577
1.071429,4,488.240627
1.142857,7,488.30668
1.166667,8,488.378959
1.071429,4,488.424473
1.190476,9,488.4998
1.142857,7,488.560138
-0.809524,9,488.654923
1.214286,10,488.7339
1.095238,5,488.779861
1.119048,6,488.834002
1.190476,9,488.914145
1.071429,4,488.949408
1.166667,8,489.026636
1.238095,11,489.11606
1.214286,10,489.197141
-0.833333,8,489.415484
1.166667,8,489.493618
1.166667,8,489.558652
1.238095,11,489.661952
1.095238,5,489.711413
1.166667,8,489.787067
1.142857,7,489.868832
1.142857,7,489.937798
1.119048,6,489.999679
1.119048,6,490.053647
1.119048,6,490.116211
1.214286,10,490.218674
1.119048,6,490.279569
1.166667,8,490.350657
1.261905,12,490.465122
1.095238,5,490.514647
1.119048,6,490.568436
1.071429,4,490.77975
1.095238,5,490.838925
1.071429,4,490.889202
-0.809524,9,490.972012
1.095238,5,491.034733
1.119048,6,491.103202
1.166667,8,491.183027
1.119048,6,491.255518
1.166667,8,491.335976
1.119048,6,491.391536
1.214286,10,491.498936
1.142857,7,491.555473
-0.833333,8,491.628536
1.095238,5,491.674077
1.095238,5,491.721003
1.214286,10,491.806041
1.142857,7,491.868706
1.095238,5,491.917311
1.190476,9,491.99308
1.166667,8,492.191875
1.166667,8,492.273916
1.214286,10,492.370625
1.142857,7,492.439753
1.214286,10,492.543487
1.190476,9,492.641474
1.190476,9,492.726681
-0.857143,7,492.81872
1.166667,8,492.909014
1.238095,11,493.009114
1.166667,8,493.079105
1.142857,7,493.155713
1.119048,6,493.210128
1.190476,9,493.299305
-0.928571,4,493.348504
1.238095,11,493.60969
1.166667,8,493.686527
1.095238,5,493.744598
1.190476,9,493.827624
1.095238,5,493.870944
1.214286,10,493.956776
1.119048,6,494.011637
1.095238,5,494.056403
1.071429,4,494.096234
1.142857,7,494.160262
1.190476,9,494.258707
1.214286,10,494.36481
-0.809524,9,494.457599
1.119048,6,494.515693
-0.857143,7,494.581862
1.190476,9,494.683835
1.142857,7,494.759514
-0.880952,6,494.820531
1.142857,7,495.042668
1.190476,9,495.128285
1.142857,7,495.196703
1.119048,6,495.26732
1.190476,9,495.365148
1.119048,6,495.4271
1.166667,8,495.500828
1.214286,10,495.592406
1.142857,7,495.667439
1.166667,8,495.758826
1.095238,5,495.815051
1.095238,5,495.865518
1.119048,6,495.93731
-0.904762,5,495.989842
1.190476,9,496.067691
1.190476,9,496.157186
-9.738095,12,496.277434
1.119048,6,496.489271
1.095238,5,496.549042
1.214286,10,496.643863
-0.904762,5,496.714504
-0.880952,6,496.771154
1.142857,7,496.836018
1.166667,8,496.90942
1.166667,8,496.984041
1.142857,7,497.137135
1.142857,7,497.21452
1.238095,11,497.323352
1.166667,8,497.400605
1.119048,6,497.464643
1.166667,8,497.540321
1.238095,11,497.667042
1.166667,8,497.758385
1.142857,7,497.829624
1.095238,5,497.876349
1.119048,6,498.087578
1.166667,8,498.173918
1.119048,6,498.236111
